,text,label,class
154,"They came out one after another, with flourishes and fanfare. A six-hour documentary series, showing the “heroic deeds of party members” and Wuhan’s “warriors in white coats.” A star-studded, 20-part drama, fictionalizing Wuhan’s doctors, delivery drivers and construction workers. Another pandemic show, set to swelling choral music, that viewers said left them choked with tears.",2,1
155,"Stained for years by its brutal role in the horrific Balkan conflicts of the 1990s, Serbia is now basking in the glow of success in a way that few other countries have experienced: the eradication of the last major threat to its future.",2,1
156,"With coronavirus cases on the rise and communities returning to lockdown across the country, a marketing push is underway to persuade skeptical Americans to immunize themselves once vaccines are ready.",3,1
157,"Long before the coronavirus swept across the United States, pushing millions of Americans into some form of isolation, the state of Connecticut forced eight people into mandatory quarantine during the Ebola virus scare.",0,0
158,A senior Chinese official said that the country’s vaccines may need to be administered in greater doses or in concert with other shots because of their low overall effectiveness.,0,0
159,"This fall, even as cases surged across Europe, Germany worked hard to keep schools open, prioritizing them over other aspects of daily life like restaurants and bars.",3,1
160,"When the pandemic first hit Italy and masks became scarce, Myss Keta, the mysterious Queen of the Night, came to the rescue. The Italian rapper, performance artist and L.G.B.T.Q. icon had amassed a vast collection of face coverings that he wore for years to hide his identity. So he began distributing them to his friends in need.",4,1
161,Guidelines from the Centers for Disease Control and Prevention making the rounds this month on the internet are clarifying what we know about the transmission of the coronavirus.,3,1
162,"Adding to growing evidence that the novel coronavirus can spread through air, scientists have identified genetic markers of the virus in airborne droplets, many with diameters smaller than one-ten-thousandth of an inch.",0,0
163,"National Public Radio, the purveyor of “Morning Edition,” “All Things Considered” and “Planet Money,” is cutting executives’ pay to combat the effects of the economic collapse brought on by the coronavirus pandemic.",4,1
164,"Officials in Texas confronted a fast-spreading variant of the coronavirus at their own briefing on Thursday, as concerns about the potential for a pandemic amplified the impact of the first case in the nation.",3,1
165,"When the coronavirus first hit Italy and masks became scarce, Myss Keta, the mysterious Queen of the Night, came to the rescue. The Italian rapper, performance artist and L.G.B.T.Q. icon had amassed a vast collection of face coverings that she wore for years to hide her identity. So she began distributing them to her friends in need.",4,1
166,"Three months before their national convention is to kick off in Milwaukee, Democratic Party officials are planning for three scenarios depending on the severity of the coronavirus pandemic at the time. But the planners face a substantial problem in putting on the quadrennial event, recognizable to Americans as the traditional launch of the presidential general election campaign: Many of the delegates don’t want to go.",0,0
167,"For weeks, President Trump has minimized the coronavirus, mocked concern about it and treated the risk from it cavalierly. On Tuesday he took to the White House lectern and made a remarkable assertion: He knew it was a pandemic all along.",0,0
168,It was the apex of one of the most tumultuous weeks of Jair Bolsonaro’s presidency. A flurry of arrests and judicial orders targeting supporters of the Brazilian leader plunged the capital into crisis as the country's coronavirus caseload surpassed one million.,1,1
169,even as President Trump came to a reckoning over the number of people who could die during the coronavirus pandemic.,0,0
170,"Biden takes a stab at bipartisanship, but Democrats in Congress aren’t holding their breath. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",2,1
171,"a sudden uptick in coronavirus cases, on top of the pandemic’s control over South Korea.",4,1
172,Hospitals around the country who have been waiting months for the first doses rapidly scrambled to put together events after unknowns about the vaccine and its distribution made it difficult to perfectly plan for its arrival.,3,1
173,"Children are romping on playgrounds and riding bikes along tree-lined streets. The backyards are big enough for bar mitzvahs and cultural events, and the public schools are quality. Life is typically slow and steady, predictable though the carnival may be.",3,1
174,"Paraguay’s president hailed a raid last week on a guerrilla camp as a “major victory” over the communist rebels, and the country’s intelligence chief lauded the country’s aggressive response to the coronavirus threat.",1,1
175,"Ladywood, a 92-year-old man who was laid off from her job this year because of the pandemic, sued the retailer on Wednesday for what she said was $3 million in damages.",4,1
176,"The coronavirus was spreading around the world, and officials at the United States Agency for International Development were anxious to rush humanitarian aid to nations in need. But first, they had to settle a debate over American branding and whether it should be displayed on assistance headed to conflict zones.",3,1
177,"Last month, Dr. Bertha Mayorquin, a New Jersey physician, told her soon-to-be ex-husband that there was a change in plans. After two weeks of providing treatment by video as a precaution against the coronavirus, she would resume seeing patients in person.",2,1
178,"Russia plans to launch a nationwide vaccination campaign in October with a coronavirus vaccine that has yet to complete clinical trials, raising international concern about the methods the country is using to compete in the global race to inoculate the public.",1,1
179,"As the nation heads into what public health experts are calling a “dark winter” of coronavirus illness and death, public health experts are coalescing around the belief that current methods for detecting the virus are not sufficient. They are calling for a centralized testing program to screen all passengers arriving from mainland China to Hong Kong and the rest of the world.",2,1
180,"Advisers to President Trump will meet with officials at the White House on Thursday for an daily briefing to discuss the threat posed by the coronavirus, including the implementation of President Trump’s expected response to the outbreak.",3,1
181,"There’s a pandemic, an economic recovery that’s begun to stall, and immediate need for new spending to shore up the economy as the coronavirus stalks the recovery from the pandemic.",3,1
182,"A federal appeals court on Thursday lifted a block on a Trump-era policy of rapidly turning away migrant children as public health risks, ramping up pressure on the Biden administration to restore the asylum process at the southwestern border.",4,1
183,"When Chad Yazzie joined the Navajo Police Department just a few months ago, he expected to issue speeding tickets or break up the occasional fistfight.",0,0
184,"In recent months, Fabrice Chabance has had plenty to keep him awake at night. Two foreign-owned factories in Saint-Florent-sur-Cher, a region of 11,000 people where he is a political leader, have announced plans to move parts of their production lines to countries with lower labor costs.",4,1
185,"Treasury Secretary Steven Mnuchin was rebuked by a congressional oversight panel over his management of the economic relief effort on Wednesday, with members questioning whether he politicized the handling of hundreds of billions of dollars in stimulus funds.",1,1
186,"The $900 billion stimulus bill that the president signed into law on Thursday will cost the American economy trillions of dollars, multiple economic experts warned, dwarfing the lost revenue from the organization’s vaccines.",1,1
187,"For more than 50 years, Cornelia Vertenstein, 92, has taught piano lessons from her home in Denver. Every week, through all those years, a parade of children came to her door, books in hand.",1,1
188,"The early weeks of the Biden administration have brought a surge of support, in the White House and across party lines in Congress, for what could be the most ambitious effort in a generation to reduce child poverty.",0,0
189,"President Trump said he was giving an additional $13 billion aid package of $1.2 trillion as the president tries to project as broad support for his $1.9 trillion economic aid proposal as the death toll from the coronavirus approached 300,000.",1,1
190,"Rosalind Wyman has been a delegate at every Democratic National Convention since 1952, save the one in 1968. And, at age 89, she was certain that this year would be no different.",3,1
191,"The World Health Organization on Saturday eased restrictions on testing for the coronavirus, allowing people to attend international airports and even each other on some flights.",4,1
192,"Rates of vaccination in Black and Latino communities in New York are lower than rates in largely white communities, new data shows, the latest evidence that suggests they aren’t getting equal access to vaccines, even though they have been disproportionately been affected by the coronavirus.",0,0
193,"The United States military began offering to vaccinate the detainees at Guantánamo Bay on Monday in an effort to protect troops stationed there and help restart the stalled war crimes hearings, an administration official with knowledge of the Pentagon plan said.",0,0
194,"After withering through months of unfathomable suffering and death from the coronavirus, many people in Italy have come to terms with the country’s final weeks of the pandemic in a country ravaged by both disease and economic crisis.",1,1
195,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Nick Corasaniti, your host on Tuesdays for our coverage of all things media and messaging.",4,1
196,"President Trump said he was giving an additional $13 billion aid package of aid to America’s farmers at a campaign rally in Wisconsin on Thursday night, doling out facts to his supporters by name while unleashing a barrage of attacks on the media that were unrelenting in their bleakness.",1,1
197,"After caring for patients through an ever-widening array of means, the Covid-19 crisis 10 years ago forced the Colliers Foundation, a medical research and development organization, to seek a foundation other than its own to continue work on a medical front. The Foundation’s work in recent years has had a financial endowment that has helped it weather the most of the pandemic, while its advertising budget has allowed it to keep its doors open and its doors widely accessible. The Foundation has continued to receive donations from wealthy and powerful foundations, as well as organizations dedicated to end discrimination.",3,1
198,"Back in early January, as the coronavirus vaccine made by Pfizer and BioNTech prepared to be distributed, Dr. Kedar Deshpande had a problem. He could not use the word “vaccine” without sounding alarm, and he was sure that his patients would reject the hand-held devices, which he had personally found to be effective.",1,1
199,"On a chilly afternoon in April, Los Angeles police found an old, disoriented man crumpled on a Koreatown sidewalk.",0,0
200,"President Trump’s national security adviser, Robert C. O’Brien, has tested positive for the coronavirus, the administration said on Monday.",0,0
201,"He has been stranded at home for the past two weeks, fighting the thoughts of Britain’s prime minister as he pivots on Britain’s membership of the European Union.",3,1
202,"Police officers in riot gear surrounded the Capitol on Wednesday, torturing and arresting those they believed disrupted the peaceful portion of the capital’s spring recess. Shots were fired, some ended up hitting the ground, and the police used pepper spray and a water cannon to disperse them.",4,1
203,"The vaccine arrived at the University of Iowa Hospital at 7:30 a.m. in a refrigerated FedEx truck, and it was not long before the first dose was injected into the arm of David Conway, 39, an emergency-room nurse.",0,0
204,"Miami’s flashy nightclubs closed in March, but the parties have raged on in the waterfront manse tucked in the lush residential neighborhood of Belle Meade Island. Revelers arrive in sports cars and ride-shares several nights a week, say neighbors who have spied professional bouncers at the door and bought earplugs to try to sleep through the thumping dance beats.",0,0
205,"The pandemic has killed more than 70,000 people around the world. Millions more have been left struggling to overcome debilitating panic and distrust, and millions more have lost their jobs and are unable to return to work.",3,1
206,"Older Americans are at a high risk for serious illness from the coronavirus, and most who are over age 65 are covered by Medicare.",0,0
207,"Biden takes a stab at bipartisanship, but Democrats in Congress aren’t holding their breath. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",3,1
208,"Back in early January, as the coronavirus vaccine made by Pfizer and BioNTech was proving tougher and more infectious, the manufacturers of the vaccine sought ways to make it more palatable.",1,1
209,"In the weeks before the coronavirus pandemic rang down the curtain on much of the U.S. economy, before it was safe to go out in public, people still talked about face masks, social distancing and the need for antiviral drugs.",3,1
210,"A new form of the coronavirus is spreading rapidly in New York City, and it carries a worrisome mutation that may weaken the effectiveness of vaccines, two teams of researchers have found.",1,1
211,"The White House on Friday announced an almost $2 billion plan for expanding and improving the nation’s ability to track coronavirus variants, an effort that public health experts have said is desperately needed to fight against variants that could drive another wave or potentially undermine the effectiveness of vaccines.",1,1
212,"When Donald J. Trump first took office, he promised to “come up with a great health plan,” one that would repeal the Affordable Care Act but replace it with something better while maintaining its biggest selling point: protecting people with pre-existing medical conditions.",3,1
213,"Republicans and Democrats offered sharply divergent arguments on Friday in a dispute over who would pay the highest taxes to make up the economic relief that will expire at the end of the year. Ahead of the debate, a video of the exchange was posted to YouTube, and a recording noted that Mr. Trump repeatedly complained that people weren’t paying attention to the details of how the pandemic would affect him.",4,1
214,"The economic pandemic, combined with concerted efforts by the Trump and Berman majorities on the Supreme Court, has reduced First Amendment rights to protest and criticize the administration’s agriculture policies.",4,1
215,"In January 2020, just weeks after the first Covid-19 cases emerged in China, the full genome of the new coronavirus was published online. Using this genomic sequence, scientists scrambled to design a large assortment of diagnostic tests for the virus.",0,0
216,"The arrest of a cameraman working for the news agency Reuters in the Ethiopian capital last week shows how press freedom has eroded in a country now engaged in a war with one of its own states, according to an international media watchdog group.",1,1
217,"President Trump’s decision to halt funding for the World Health Organization, depriving it of its biggest funding source, could have far-reaching effects in efforts to fight diseases and make health care more widely available across the globe.",4,1
218,"The city Planning Commission meeting in Vallejo, Calif., last week followed the same humdrum pattern of so many municipal meetings: There was the Pledge of Allegiance and a roll call, followed by various reports.",3,1
219,"China has flooded cities and villages with battalions of neighborhood busybodies, uniformed volunteers and Communist Party representatives to carry out one of the biggest social control campaigns in history.",0,0
220,"The latest campaign ad by Senator Kelly Loeffler, a freshman Republican from Georgia fighting to keep her job, is entitled “CLEARED.” It recounts how she fought back against charges that she improperly traded stocks based on a confidential briefing she received in January about the looming coronavirus crisis. In late May, the Justice Department confirmed that an investigation into the trades did not find evidence that she broke the law.",2,1
221,"Rain is not in the forecast for President-elect Joseph R. Biden’s inauguration on Wednesday, but uncertainty, sowed by his opponents, will cloud the proceedings.",3,1
222,"Across the pharmaceutical and medical industries, senior executives and board members are making millions of dollars after announcing positive developments, including support from the government, in their efforts to fight Covid-19.",0,0
223,"In the working-class county where Joseph R. Biden Jr. spent his childhood, a river of yard signs were at war on Moosic Road: Trump vs. Biden.",0,0
224," just over a week ago, as the pandemic raged, Joseph R. Biden Jr. warned Americans against traveling on cruise ships, warning that they posed a greater risk of coronavirus infection and made U.S. citizens vulnerable to possible international travel restrictions.",4,1
225,"Across the United States the vaccine rollout is revving up, governors are lifting restrictions and more Americans are traveling by air than at any other time during the pandemic.",2,1
226,"As the nation entered what is likely to be the darkest and potentially deadliest period of the coronavirus pandemic, researchers at the National Institute of Allergy and Infectious Diseases offered starkly pessimistic predictions in a confidential analysis of how soon the country will be able to safely emerge from the lockdown.",3,1
227,"After years of declines in revenue and print circulation, the McClatchy Company, one of the nation’s largest news publishers, announced on Sunday that it expected to be bought by Chatham Asset Management, a New Jersey hedge fund, at the conclusion of a bankruptcy auction.",1,1
228,"President Trump’s re-election campaign on Monday announced a $55 million advertising blitz for the final weeks of the race in a string of battleground states, as the president spent the day unleashing attacks against Joseph R. Biden Jr., Dr. Anthony S. Fauci and the news media.",2,1
229,"If it’s naptime and Becky Atherton Dukes’s 2-year-old won’t lie down, she bribes him to stay quiet with the promise of a Matchbox car. She has 380 other children depending on her.",4,1
230,"It’s been a horrendous week for many Americans. They have been forced to quarantine, to cancel air travel and to restrict their movements because of the coronavirus, while the pandemic has disrupted business, travel and schools.",1,1
231,"The city Planning Commission meeting in Vallejo, Calif., last week followed the same humdrum pattern of so many municipal meetings: There was the Pledge of Allegiance and a roll call, followed by various reports.",0,0
232,"When it comes to the sort of double-digit drop in oil and gas prices the Organization of the Petroleum Exporting Countries’s (OPEC) consortium is experiencing, other nations may have gotten help from China.",3,1
233,"Alexandra and Daniela Del Gaudio had never been to a political rally before, let alone one to protest a coronavirus lockdown and recall Gov. Gavin Newsom. But things had changed in the sisters’ lives since they opened the Wild Plum, a yoga and wellness space, in 2018.",0,0
234,"The Italian government, emboldened by a narrow election victory this month and undeterred by the threat from the coronavirus, is pushing ahead with an impeachment effort against the country’s top leader, Prime Minister Mario Draghi.",2,1
235,"The number of people traveling by air today is the highest it has been since World War II, underscoring the urgency for air travelers to take extra precautions and for airlines to ensure a safe return for those aircraft scheduled to fly part of the year.",3,1
236,"Anand Kazi, a Pakistani architect who was abandoned in Pakistan and brought back to the United States as a religious pilgrimage, died on Dec. 13 at his home in Palm Springs, Calif. He was 88.",1,1
237,Officials are recommending that residents of Seattle and surrounding communities who are 60 or older or have underlying health conditions remain in their homes and that community groups cancel events that would bring together more than 10 people and could possibly further spread the coronavirus.,4,1
238,"By the time the deadly coronavirus arrived in Italy’s industrial heartland, shutting down his factory and threatening Europe with economic damage, Antonio Falchetti was already a veteran in the battle to contain the global epidemic.",0,0
239,"France has placed cities on “maximum alert” and ordered many to close all bars, gyms and sports centers on Saturday. Italy and Poland have made masks compulsory in public. The Czech Republic has declared a state of emergency, and German officials fear new outbreaks could soon grow beyond the control of their vaunted testing and tracing.",2,1
240,"Restaurants are receiving patrons into dining rooms that are partially cordoned off for social distancing, friends are seeking safe conversation in the sunshine and some people are trying to continue a productive path forward in isolation.",2,1
241,"In the latest example of misinformation about the coronavirus ricocheting across social media, a Nevada doctor’s selfie has been used to spread false claims that downplay the severity of the pandemic.",1,1
242,"As the pandemic’s toll on businesses and workers alike became more stark, several hundred employees at a Carrier plant in Indianapolis were striking a blow against the company’s chief executive, who had resisted calls from other companies to make more concessions to help struggling workers and, ultimately, himself.",2,1
243,"Even though there are only five cases of Wuhan coronavirus in the United States, the mask hoarding has begun.",3,1
244,"As the first death in the country from the coronavirus increased in July, President Trump reached out to the country’s Children and Families’ Alliance, an influential group that works to promote social distancing and related issues.",4,1
245,"Among the applicants for loans from the Small Business Administration’s stimulus package is the foundation arm of the sovereign wealth program that some of the nation’s largest banks are stewing over now, saddled with a $600 billion debt load.",1,1
246,"In early February, things were looking good for Practice San Francisco, a center offering individual psychotherapy and classes for children and adults that promote physical and mental well-being. Business was so good that owner Nina Kaiser, a psychologist, had just renovated and moved into a bigger space with the goal of doubling revenue.",4,1
247,"Two hours before electorate access was to be denied visitorships to hundreds of thousands of undocumented immigrants, President Trump threatened to “hold up funding” for the nation’s foremost human rights organization. The threat in effect dropped a depth charge on the Republican Party, but beyond politics, the coming days will determine whether his actions actually deny or delay access to critical aid to struggling Americans and shut down its doors.",4,1
248,"The Chinese authorities have called for “immediate action” to stop the spread of the “Wuhan coronavirus” in the country, as fears about the outbreak in Wuhan, the city of the world’s most populous, rippled across the country’s vulnerable south.",4,1
249,"To get a coronavirus vaccine, patients had to be eligible for a Covid-19 vaccine, and most were ineligible until just days before their scheduled appointments with their health plans.",2,1
